[15дек.2025 14:16:25.347] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeclientuserdev, --version, 21.1.125, --assetIndex, 17, --assetsDir, C:\\Users\\Cybershop\\.gradle\\caches\\neoformruntime\\assets, --gameDir, ., --fml.neoForgeVersion, 21.1.125, --fml.fmlVersion, 4.0.37, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430]
[15дек.2025 14:16:25.352] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Oracle Corporation Java HotSpot(TM) 64-Bit Server VM 21.0.6+8-LTS-188
[15дек.2025 14:16:25.353] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.4+main.d2e20e43 starting: java version 21.0.6 by Oracle Corporation; OS Windows 11 arch amd64 version 10.0
[15дек.2025 14:16:25.534] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[15дек.2025 14:16:25.659] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[15дек.2025 14:16:25.813] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[15дек.2025 14:16:25.960] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/C:/Users/Cybershop/.gradle/caches/modules-2/files-2.1/net.fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/2af2f021d8e02a0220dc27a7a72b4666d66d44ca/sponge-mixin-0.15.2+mixin.0.8.7.jar%23131!/ Service=ModLauncher Env=CLIENT
[15дек.2025 14:16:26.163] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce RTX 3060/PCIe/SSE2 GL version 4.6.0 NVIDIA 581.80, NVIDIA Corporation
[15дек.2025 14:16:26.531] [main/INFO] [net.neoforged.fml.loading.moddiscovery.locators.JarInJarDependencyLocator/]: Found 3 dependencies adding them to mods collection
[15дек.2025 14:16:26.535] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/]: 
     Mod List:
		Name Version (Mod Id)

		Avilix Radio Mod 1.0.0 (avilixradiomod)
		Just Enough Items 19.25.1.332 (jei)
		Minecraft 1.21.1 (minecraft)
		NeoForge 21.1.125 (neoforge)
[15дек.2025 14:16:27.619] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeclientuserdev' with arguments [--version, 21.1.125, --gameDir, ., --assetsDir, C:\Users\Cybershop\.gradle\caches\neoformruntime\assets, --assetIndex, 17]
[15дек.2025 14:16:29.770] [Datafixer Bootstrap/INFO] [com.mojang.datafixers.DataFixerBuilder/]: 229 Datafixer optimizations took 355 milliseconds
[15дек.2025 14:16:30.053] [pool-8-thread-1/INFO] [MixinExtras|Service/]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.4.1).
[15дек.2025 14:16:35.918] [main/WARN] [net.minecraft.commands.Commands/]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[15дек.2025 14:16:35.920] [main/WARN] [net.minecraft.commands.Commands/]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[15дек.2025 14:16:35.924] [main/WARN] [net.minecraft.commands.Commands/]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[15дек.2025 14:16:35.927] [main/WARN] [net.minecraft.commands.Commands/]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[15дек.2025 14:16:35.929] [main/WARN] [net.minecraft.commands.Commands/]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[15дек.2025 14:16:36.080] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/E:/avilixradiomod-neoforge-1.21.1/build/moddev/artifacts/neoforge-21.1.125.jar%23184!/assets/.mcassetsroot' uses unexpected schema
[15дек.2025 14:16:36.081] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/E:/avilixradiomod-neoforge-1.21.1/build/moddev/artifacts/neoforge-21.1.125.jar%23184!/data/.mcassetsroot' uses unexpected schema
[15дек.2025 14:16:36.132] [Render thread/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: Environment[sessionHost=https://sessionserver.mojang.com, servicesHost=https://api.minecraftservices.com, name=PROD]
[15дек.2025 14:16:36.142] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Setting user: Dev
[15дек.2025 14:16:36.239] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Backend library: LWJGL version 3.3.3+5
[15дек.2025 14:16:36.641] [modloading-worker-0/INFO] [net.neoforged.neoforge.common.NeoForgeMod/NEOFORGE-MOD]: NeoForge mod loading, version 21.1.125, for MC 1.21.1
[15дек.2025 14:16:36.801] [modloading-worker-0/INFO] [mezz.jei.library.load.PluginCaller/]: Sending ConfigManager...
[15дек.2025 14:16:36.803] [modloading-worker-0/INFO] [mezz.jei.library.load.PluginCaller/]: Sending ConfigManager took 1.389 milliseconds
[15дек.2025 14:16:37.389] [Render thread/INFO] [net.neoforged.neoforge.gametest.GameTestHooks/]: Enabled Gametest Namespaces: []
[15дек.2025 14:16:37.513] [Render thread/INFO] [net.minecraft.server.packs.resources.ReloadableResourceManager/]: Reloading ResourceManager: vanilla, mod_resources, mod/avilixradiomod, mod/neoforge, mod/jei
[15дек.2025 14:16:37.761] [IO-Worker-1/INFO] [net.minecraft.client.sounds.SoundEngine/]: Preferred audio device has become available!
[15дек.2025 14:16:37.790] [Worker-Main-2/INFO] [net.minecraft.client.gui.font.providers.UnihexProvider/]: Found unifont_all_no_pua-15.1.05.hex, loading
[15дек.2025 14:16:37.802] [Worker-Main-10/INFO] [net.minecraft.client.gui.font.providers.UnihexProvider/]: Found unifont_jp_patch-15.1.05.hex, loading
[15дек.2025 14:16:37.877] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.allay.ambient_with_item
[15дек.2025 14:16:37.879] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.allay.ambient_without_item
[15дек.2025 14:16:37.879] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.allay.death
[15дек.2025 14:16:37.879] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.allay.hurt
[15дек.2025 14:16:37.879] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.allay.item_given
[15дек.2025 14:16:37.880] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.allay.item_taken
[15дек.2025 14:16:37.880] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.allay.item_thrown
[15дек.2025 14:16:37.880] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.cave
[15дек.2025 14:16:37.880] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.basalt_deltas.additions
[15дек.2025 14:16:37.881] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.basalt_deltas.loop
[15дек.2025 14:16:37.881] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.basalt_deltas.mood
[15дек.2025 14:16:37.881] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.crimson_forest.additions
[15дек.2025 14:16:37.881] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.crimson_forest.loop
[15дек.2025 14:16:37.882] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.crimson_forest.mood
[15дек.2025 14:16:37.882] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.nether_wastes.additions
[15дек.2025 14:16:37.882] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.nether_wastes.loop
[15дек.2025 14:16:37.882] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.nether_wastes.mood
[15дек.2025 14:16:37.882] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.soul_sand_valley.additions
[15дек.2025 14:16:37.883] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.soul_sand_valley.loop
[15дек.2025 14:16:37.883] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.soul_sand_valley.mood
[15дек.2025 14:16:37.883] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.warped_forest.additions
[15дек.2025 14:16:37.883] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.warped_forest.loop
[15дек.2025 14:16:37.883] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.warped_forest.mood
[15дек.2025 14:16:37.883] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.underwater.enter
[15дек.2025 14:16:37.883] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.underwater.exit
[15дек.2025 14:16:37.884] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.underwater.loop
[15дек.2025 14:16:37.884] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.underwater.loop.additions
[15дек.2025 14:16:37.884] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.underwater.loop.additions.rare
[15дек.2025 14:16:37.884] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:ambient.underwater.loop.additions.ultra_rare
[15дек.2025 14:16:37.884] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_block.break
[15дек.2025 14:16:37.885] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_block.chime
[15дек.2025 14:16:37.885] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_block.fall
[15дек.2025 14:16:37.885] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_block.hit
[15дек.2025 14:16:37.885] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_block.place
[15дек.2025 14:16:37.886] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_block.resonate
[15дек.2025 14:16:37.886] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_block.step
[15дек.2025 14:16:37.886] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_cluster.break
[15дек.2025 14:16:37.886] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_cluster.fall
[15дек.2025 14:16:37.887] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_cluster.hit
[15дек.2025 14:16:37.887] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_cluster.place
[15дек.2025 14:16:37.887] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.amethyst_cluster.step
[15дек.2025 14:16:37.887] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.ancient_debris.break
[15дек.2025 14:16:37.887] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.ancient_debris.step
[15дек.2025 14:16:37.887] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.ancient_debris.place
[15дек.2025 14:16:37.887] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.ancient_debris.hit
[15дек.2025 14:16:37.889] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.ancient_debris.fall
[15дек.2025 14:16:37.889] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.anvil.break
[15дек.2025 14:16:37.889] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.anvil.destroy
[15дек.2025 14:16:37.889] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.anvil.fall
[15дек.2025 14:16:37.890] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.anvil.hit
[15дек.2025 14:16:37.890] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.anvil.land
[15дек.2025 14:16:37.890] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.anvil.place
[15дек.2025 14:16:37.890] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.anvil.step
[15дек.2025 14:16:37.891] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:block.anvil.use
[15дек.2025 14:16:37.891] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.eat
[15дек.2025 14:16:37.891] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.hurt
[15дек.2025 14:16:37.891] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.hurt_reduced
[15дек.2025 14:16:37.891] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.ambient
[15дек.2025 14:16:37.891] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.step
[15дек.2025 14:16:37.891] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.death
[15дек.2025 14:16:37.892] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.roll
[15дек.2025 14:16:37.892] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.land
[15дек.2025 14:16:37.892] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.scute_drop
[15дек.2025 14:16:37.892] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.unroll_finish
[15дек.2025 14:16:37.893] [Render thread/WARN] [net.minecraft.client.sounds.SoundEngine/]: Missing sound for event: minecraft:entity.armadillo.peek
